

"NE Operation Log Records_20210611_184457"
"Save Time: 2021-06-11 18:45:07"
"User Name:admin"
""

"Total 3,099 Records"

"User","User Type","Terminal","Start Time","End Time","Result","Command","Rollback Command","Information","NE Type","NE Name"
EMS\sshirima,EMS,192.168.104.37,2021-05-24 16:40:12,2021-05-24 16:40:12,Succeeded,"DSP IMSI: MSISDN=""255757092145"";", ,Operation succeeded(0),USN,KwaleUSN9810
minjaj,EMS,10.12.15.182,2021-05-24 18:00:30,2021-05-24 18:00:30,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.182---O&M System"",AUTHTYPE=CHAP,RAND=""C819C85A7565032EB8029ABE2C7865D4"",SID=2725009108;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.182,2021-05-24 18:00:20,2021-05-24 18:00:20,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.182,2021-05-24 18:00:13,2021-05-24 18:00:13,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.15.182---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""995B030709A9A9E3408FC41F8478CBE1"",SID=2725009108;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:04:32,2021-05-24 13:04:32,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:04:32,2021-05-24 13:04:32,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.12.94---O&M System"",AUTHTYPE=CHAP,RAND=""6D8899DFAB9228615C88278428780551"",SID=2144312773;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:04:32,2021-05-24 13:04:32,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=2144312773;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:04:20,2021-05-24 13:04:20,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:04:15,2021-05-24 13:04:15,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:04:13,2021-05-24 13:04:13,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.94---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""2584F9BE2901DBFC4D23793F7726A161"",SID=2144312773;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:04:12,2021-05-24 13:04:12,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;", ,Execution succeeded,UGW,Kwale_UGW
EMS\sshirima,EMS,192.168.104.37,2021-05-24 23:40:15,2021-05-24 23:40:15,Succeeded,LST DMLNK:;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-24 23:41:30,2021-05-24 23:41:30,Succeeded,LST DMRTGRP:;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-24 23:42:56,2021-05-24 23:42:56,Succeeded,LST DMRT:;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-24 23:44:19,2021-05-24 23:44:19,Succeeded,"LST IMSIHSS: IMSIPRE=""64004"";", ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-24 23:45:04,2021-05-24 23:45:04,Succeeded,LST DMHOSTRT:;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-24 23:46:33,2021-05-24 23:46:33,Succeeded,DSP DMLNK:;, ,Operation succeeded(0),USN,KwaleUSN9810
minjaj,EMS,10.12.12.131,2021-05-24 23:11:53,2021-05-24 23:11:53,Succeeded,system-view, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.131,2021-05-24 21:26:42,2021-05-24 21:26:42,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.131---O&M System"",AUTHTYPE=CHAP,RAND=""428A29755884409DC00FF2E4807CF735"",SID=2832361757;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.131,2021-05-24 21:23:11,2021-05-24 21:23:11,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.131,2021-05-24 21:23:10,2021-05-24 21:23:10,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=2832361757;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.131,2021-05-24 21:22:52,2021-05-24 21:22:52,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.15.131---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""2C078A4AA9EF5B2809B88E9C1DE8278B"",SID=2832361757;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.131,2021-05-24 20:58:52,2021-05-24 20:58:52,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.131,2021-05-24 20:58:51,2021-05-24 20:58:51,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=1182189719;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.131,2021-05-24 20:58:35,2021-05-24 20:58:35,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
EMS\vmhina,EMS,192.168.104.37,2021-05-31 09:44:12,2021-05-31 09:44:12,Succeeded,"DSP IMSI: MSISDN=""255759938718"";", ,Operation succeeded(0),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-31 09:44:25,2021-05-31 09:44:25,Succeeded,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045025702915"";", ,Operation succeeded(0),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-31 09:44:40,2021-05-31 09:44:40,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045025702915"", IDTYPE=BYBEARID/NSAPI;", ,Operation succeeded(0),USN,KwaleUSN9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-31 12:16:31,2021-05-31 12:16:31,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""240070603732565"", IDTYPE=BYBEARID/NSAPI;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-31 12:17:46,2021-05-31 12:17:47,Succeeded,LST IMSIHSS:;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-31 12:27:24,2021-05-31 12:27:24,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""240070603732523"", IDTYPE=BYCTXID;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
minjaj,EMS,10.12.12.253,2021-05-03 23:32:55,2021-05-03 23:32:55,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.12.253---O&M System"",AUTHTYPE=CHAP,RAND=""080A52B09652C2D57EF010F5E4A1E336"",SID=3493038126;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.253,2021-05-03 23:29:21,2021-05-03 23:29:21,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.253,2021-05-03 23:29:20,2021-05-03 23:29:20,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=3493038126;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.253,2021-05-03 23:29:12,2021-05-03 23:29:12,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.253---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""DCE9E00FB83A90AEFCB0AF877056F045"",SID=3493038126;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.253,2021-05-03 21:44:39,2021-05-03 21:44:39,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.12.253---O&M System"",AUTHTYPE=CHAP,RAND=""E318D6F2C05B7A9E1A7D936A1BDBB285"",SID=3514376346;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.253,2021-05-03 21:44:19,2021-05-03 21:44:19,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.253,2021-05-03 21:44:13,2021-05-03 21:44:13,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.253,2021-05-03 21:44:11,2021-05-03 21:44:11,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 16:01:39,2021-05-10 16:01:39,Succeeded,quit, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:57:14,2021-05-10 15:57:14,Succeeded,dns ipv4 primary-ip 102.69.165.103 secondary-ip 102.69.165.105, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:56:08,2021-05-10 15:56:08,Succeeded,apn amanabank, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:52:16,2021-05-10 15:52:16,Succeeded,quit, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:47:39,2021-05-10 15:47:39,Succeeded,apn amanabank, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:47:32,2021-05-10 15:47:32,Succeeded,quit, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:47:25,2021-05-10 15:47:25,Succeeded,apn internet1, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:45:17,2021-05-10 15:45:17,Succeeded,ping -a 10.140.34.254 -vpn-instance EPC_IPSEC_TRAFFIC 102.69.165.103, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:44:36,2021-05-10 15:44:36,Succeeded,ping -a 10.140.34.254 -vpn-instance EPC_IPSEC_TRAFFIC 102.69.165.103, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:42:48,2021-05-10 15:42:48,Succeeded,quit, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:41:57,2021-05-10 15:41:57,Succeeded,quit, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:31:18,2021-05-10 15:31:18,Succeeded,undo dns ipv4, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:28:37,2021-05-10 15:28:37,Succeeded,system-view, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:28:29,2021-05-10 15:28:29,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 15:28:27,2021-05-10 15:28:27,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2823772787;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 14:30:16,2021-05-10 14:30:16,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 14:30:14,2021-05-10 14:30:14,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2823772787;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 14:16:20,2021-05-10 14:16:20,Succeeded,SET LINK:;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 14:16:17,2021-05-10 14:16:17,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2823772787;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:41:46,2021-05-10 13:41:46,Succeeded,quit, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:41:36,2021-05-10 13:41:36,Succeeded,apn internet1, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:32:15,2021-05-10 13:32:15,Succeeded,quit, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:32:09,2021-05-10 13:32:09,Succeeded,apn amanabank, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:31:04,2021-05-10 13:31:04,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255745373747"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:30:18,2021-05-10 13:30:18,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:30:16,2021-05-10 13:30:16,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2823772787;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:29:44,2021-05-10 13:29:44,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2823772787;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.203,2021-05-10 13:29:26,2021-05-10 13:29:26,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2823772787;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 12:39:12,2021-05-10 12:39:12,Succeeded,"LST MUSTMODPWD:OP=""hmogasa"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 12:39:10,2021-05-10 12:39:10,Succeeded,"LGI:OP=""hmogasa"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=UNLOCK,RAND=""2AEFD4CC83DF3E1511B149059B960705"",SID=3044680450;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 12:26:14,2021-05-10 12:26:14,Succeeded,"LST MUSTMODPWD:OP=""hmogasa"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 12:26:12,2021-05-10 12:26:12,Succeeded,"LGI:OP=""hmogasa"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=UNLOCK,RAND=""2F091AE247E458A6D519659373DBA5DF"",SID=3044680450;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 12:09:40,2021-05-10 12:09:40,Succeeded,"LST MUSTMODPWD:OP=""hmogasa"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 12:09:37,2021-05-10 12:09:37,Succeeded,"LGI:OP=""hmogasa"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=UNLOCK,RAND=""D5C52F18C90782BF95649E940404C013"",SID=3044680450;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 11:44:59,2021-05-10 11:44:59,Succeeded,"CRE TRC_USER:OP=IMSI,IMSI=""640044168990938"",MT=UP-1&DOWN-1&GY-1&GX-1&EMS_SIGNALING-1&EMS_SA-1&EMS_GX-1&EMS_GY-1;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 11:42:46,2021-05-10 11:42:46,Succeeded,"LST MUSTMODPWD:OP=""hmogasa"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-10 11:42:44,2021-05-10 11:42:44,Succeeded,"LGI:OP=""hmogasa"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=UNLOCK,RAND=""A55335739348A9D953120625B1B74ACA"",SID=3044680450;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.182,2021-05-24 18:00:41,2021-05-24 18:00:41,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.182---O&M System"",AUTHTYPE=CHAP,RAND=""DA4059286B09E758E9CEF43AB508ED4E"",SID=3362124845;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.182,2021-05-24 18:00:34,2021-05-24 18:00:34,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.15.182,2021-05-24 18:00:27,2021-05-24 18:00:27,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.15.182---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""54B75883E8F730EB62374A80930861B3"",SID=3362124845;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:08:50,2021-05-24 13:08:50,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255757171723"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:05:32,2021-05-24 13:05:32,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.12.94---O&M System"",AUTHTYPE=CHAP,RAND=""49310BE172A5C5EB2D6D0A673671D2B3"",SID=2947397376;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:05:24,2021-05-24 13:05:24,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.94,2021-05-24 13:05:17,2021-05-24 13:05:17,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.12.94---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""4E4C25AB89893AA7C5F7AB71F6805E77"",SID=2947397376;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:11:57,2021-05-24 23:11:57,Succeeded,service-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:11:43,2021-05-24 23:11:43,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:11:15,2021-05-24 23:11:15,Failed,undo rule pcc_rule_sport_pesa_traffic_zr&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution failed,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:07:30,2021-05-24 23:07:30,Succeeded,service-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:06:33,2021-05-24 23:06:33,Succeeded,access-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:06:10,2021-05-24 23:06:10,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:06:04,2021-05-24 23:06:04,Failed,undo rule pcc_rule_sport_pesa_traffic_zr&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution failed,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:05:38,2021-05-24 23:05:38,Succeeded,service-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:04:50,2021-05-24 23:04:50,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:04:49,2021-05-24 23:04:49,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:04:26,2021-05-24 23:04:26,Succeeded,refresh-service&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:04:06,2021-05-24 23:04:06,Succeeded,undo rule-binding pcc_rule_sport_pesa_traffic_zr&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:03:44,2021-05-24 23:03:44,Succeeded,service-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:02:04,2021-05-24 23:02:04,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:01:17,2021-05-24 23:01:17,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.12.131,2021-05-24 23:01:16,2021-05-24 23:01:16,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=472826442;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
